Site,Date,Day.Night,Time pt,Pool,Time,Salinity ,Conductivity,Temp.pool,DO,mV,Temp.in,pH.pre,TA,CRM.off,NN,PO,NH4,Wind,PoolID,SetID,comments
BobCreek,8/11/2016,Night,2,8,0:08,36.6,41469,11.8,1.07,-6.4,12.521,7.216219219,2254.534,0.07395,4.93,1.35,4.618,3,23,53,
BobCreek,8/11/2016,Night,2,9,0:10,38.8,45468,13.7,1.36,-9.8,13.692,7.276725216,1965.996,0.07395,1.74,1.47,7.776,3,24,54,
BobCreek,8/11/2016,Night,2,10,0:19,36.5,41618,12.1,0.59,-1.3,12.641,7.12636461,2167.406,0.07395,11.1,1.77,15.571,3,25,55,
BobCreek,8/11/2016,Night,2,11,0:21,36.5,41634,11.5,0.78,-0.8,12.345,7.117245062,2177.959,0.07395,15.6,2.44,23.434,3,26,56,
BobCreek,8/11/2016,Night,2,12,0:23,36.5,42053,12.5,0.53,-9.6,13.046,7.272919408,2493.581,0.07395,1.48,3.54,15.373,3,27,57,
BobCreek,8/11/2016,Night,2,13,0:32,36.6,41832,12.2,0.64,-6,12.671,7.209267074,2206.133,0.07395,9.2,1.87,12.696,3,28,58,
BobCreek,8/11/2016,Night,2,14,0:34,36.6,42176,12.6,0.73,-5.5,12.909,7.200622642,2179.91,0.07395,8.63,2.19,26.014,3,29,59,
BobCreek,8/11/2016,Night,2,15,0:36,36.8,43295,13.4,0.77,-7.3,13.63,7.232764602,2290.066,0.07395,1.39,2.76,14.811,3,30,60,
BobCreek,8/11/2016,Night,2,Ocean,0:40,36.1,38808,9.7,8.61,-34.3,10.802,7.710202408,2303.55,0.07395,17,1.91,4.405,3,Ocean,Ocean,
BobCreek,8/11/2016,Night,3,1,0:49,37,44362,14.2,1.9,-15.3,14.14,7.373397493,2208.819,0.385,0.793,1.2,2.346,1.8,16,46,
BobCreek,8/11/2016,Night,3,2,0:51,36.5,41417,11.9,0.84,-4.9,12.356,7.189629497,2210.751,0.385,10.3,1.83,14.868,1.8,17,47,
BobCreek,8/11/2016,Night,3,3,0:55,36.6,40940,11.3,0.63,-5.6,12.018,7.201737726,2284.002,0.385,20.4,2.7,23.152,1.8,18,48,
BobCreek,8/11/2016,Night,3,4,0:58,36.6,40639,11,0.6,-6.9,11.799,7.224567576,2222.442,0.385,19.4,2.2,24.783,1.8,19,49,
BobCreek,8/11/2016,Night,3,5,0:59,36.6,41325,11.7,0.49,-5.9,12.549,7.207418068,2261.219,0.385,5.29,2.48,27.105,1.8,20,50,
BobCreek,8/11/2016,Night,3,6,1:02,36.7,40472,10.8,0.46,-7.7,11.717,7.238666225,2225.842,0.385,17.4,2.26,31.961,1.8,21,51,
BobCreek,8/11/2016,Night,3,7,1:04,36.6,41387,11.8,0.43,-5.5,12.476,7.200308711,2245.098,0.385,6.14,1.56,12.126,1.8,22,52,
BobCreek,8/11/2016,Night,3,8,1:10,36.6,41638,12,0.72,-5.4,12.526,7.198581109,2286.512,0.385,5.44,1.35,2.36,1.8,23,53,
BobCreek,8/11/2016,Night,3,9,1:12,38.8,45211,13.6,1.23,-5.5,13.575,7.201093905,2031.987,0.385,0,1.78,10.119,1.8,24,54,
BobCreek,8/11/2016,Night,3,10,1:16,36.5,41535,12.1,0.46,-1.9,12.524,7.136834014,2211.364,0.385,10.3,1.81,15.308,1.8,25,55,
BobCreek,8/11/2016,Night,3,11,1:20,36.5,41169,11.6,0.58,0.6,12.072,7.092226307,2200.867,0.385,14.6,1.87,21.77,1.8,26,56,
BobCreek,8/11/2016,Night,3,12,1:23,36.6,42010,12.4,0.54,-7.9,12.856,7.242875236,2581.173,0.385,1.09,6.33,14.97,1.8,27,57,
BobCreek,8/11/2016,Night,3,13,1:26,36.5,41868,12.3,0.57,-5.9,12.622,7.207469434,2240.002,0.385,7.93,1.63,10.951,1.8,28,58,
BobCreek,8/11/2016,Night,3,14,1:28,36.6,42228,12.6,0.64,-5.7,12.867,7.204116537,2212.562,0.385,9.25,2.22,23.123,1.8,29,59,
BobCreek,8/11/2016,Night,3,15,1:30,36.6,43077,13.4,0.67,-6.2,13.545,7.213378133,2323.83,0.385,0.686,1.8,11.7,1.8,30,60,
BobCreek,8/11/2016,Night,3,Ocean,1:35,36.4,39155,9.7,8.65,-35,10.784,7.722645581,2268.105,0.385,11.1,1.03,1.671,1.8,Ocean,Ocean,
BobCreek,8/11/2016,Night,4,1,1:49,37.1,44273,14,1.2,-13.3,13.867,7.3382566,2202.517,0.385,0.0347,0.913,0.463,0,16,46,
BobCreek,8/11/2016,Night,4,2,1:52,36.4,41625,12.2,0.73,-4.9,12.418,7.189677329,2254.442,0.385,8.15,1.47,13.784,0,17,47,
BobCreek,8/11/2016,Night,4,3,1:56,36.5,40976,11.5,0.67,-4.6,11.92,7.183986156,2336.937,0.385,14.8,2.33,28.719,0,18,48,
BobCreek,8/11/2016,Night,4,4,1:57,36.6,40766,11.2,0.57,-6,11.764,7.208624488,2242.979,0.385,15.8,1.84,32.867,0,19,49,
BobCreek,8/11/2016,Night,4,5,1:59,36.4,41240,11.8,0.45,-4.6,12.245,7.184245914,2290.558,0.385,2.83,2.56,28.283,0,20,50,
BobCreek,8/11/2016,Night,4,6,2:04,36.6,40625,11,0.26,-8.7,11.373,7.256165137,2233.511,0.385,15.6,2.88,32.158,0,21,51,
BobCreek,8/11/2016,Night,4,7,2:05,36.7,41532,11.8,0.36,-3.7,12.338,7.168431868,2283.842,0.385,4.19,1.77,14.5,0,22,52,
BobCreek,8/11/2016,Night,4,8,2:08,36.7,41664,12,0.39,-2.7,12.395,7.150830531,2333.949,0.385,4.39,1.48,5.647,0,23,53,
BobCreek,8/11/2016,Night,4,9,2:11,39.1,45749,13.5,1.08,-2.5,13.474,7.14827396,2043.016,0.385,0,1.4,8.344,0,24,54,
BobCreek,8/11/2016,Night,4,10,2:15,36.4,41694,12.2,0.51,-0.8,12.393,7.117294286,2207.28,0.385,7.57,1.88,16.228,0,25,55,
BobCreek,8/11/2016,Night,4,11,2:19,36.3,41307,11.7,0.31,-0.1,12.113,7.104639187,2207.402,0.385,12.5,2.07,23.92,0,26,56,
BobCreek,8/11/2016,Night,4,12,2:22,36.6,42073,12.5,0.42,-8.5,12.739,7.253385101,2630.826,0.78,1.35,5.29,15.557,0,27,57,
BobCreek,8/11/2016,Night,4,13,2:24,36.6,41970,12.4,0.49,-6,12.462,7.209121182,2258.662,0.78,4.68,1.26,10.729,0,28,58,
BobCreek,8/11/2016,Night,4,14,2:27,36.6,42280,12.7,0.65,-5.6,12.687,7.20222557,2231.919,0.78,7.46,2.18,30.873,0,29,59,
BobCreek,8/11/2016,Night,4,15,2:29,36.7,43182,13.5,0.55,-6.1,13.319,7.211470044,2371.724,0.78,0,1.97,12.83,0,30,60,
BobCreek,8/11/2016,Night,4,Ocean,2:34,36.3,38894,9.5,8.46,-32.8,10.379,7.68397035,2438.544,0.78,14.4,1.42,1.391,0,Ocean,Ocean,
BobCreek,8/11/2016,Night,5,1,2:48,37,43992,13.9,1.21,-11.9,13.699,7.31362384,2271.659,0.78,0,1.02,0.078,0,16,46,
BobCreek,8/11/2016,Night,5,2,2:52,36.6,41556,11.9,0.82,-4.3,12.083,7.178816166,2207.042,0.78,8.88,1.84,16.801,0,17,47,
BobCreek,8/11/2016,Night,5,3,2:55,36.5,40881,11.4,0.76,-3.5,11.609,7.164266538,2380.671,0.78,18.2,2.8,25.989,0,18,48,
BobCreek,8/11/2016,Night,5,4,2:57,36.5,40677,11.1,0.71,-5.6,11.28,7.201184335,2276.529,0.78,17.6,2.06,29.62,0,19,49,
BobCreek,8/11/2016,Night,5,5,3:00,36.6,41269,11.7,0.47,-2.7,11.877,7.150356414,2369.707,0.78,0.873,2.62,26.572,0,20,50,
BobCreek,8/11/2016,Night,5,6,3:03,36.6,40637,11,0.44,-8.1,11.218,7.245443715,2282.808,0.78,9.49,2.42,32.847,0,21,51,
BobCreek,8/11/2016,Night,5,7,3:05,36.6,41440,11.8,0.55,-4.2,12.063,7.177032791,2325.231,0.78,3.38,2.31,15.351,0,22,52,
BobCreek,8/11/2016,Night,5,8,3:09,36.6,41585,12,0.61,-2.9,12.21,7.154194361,2400.913,0.78,3.76,1.92,8.864,0,23,53,
BobCreek,8/11/2016,Night,5,9,3:12,38.9,45214,13.2,0.8,-1.9,13.195,7.137465809,2082.009,0.78,0,1.21,6.762,0,24,54,
BobCreek,8/11/2016,Night,5,10,3:16,36.4,41506,12.1,0.62,0.9,12.118,7.086977857,2247.772,0.78,6.66,1.95,17.494,0,25,55,
BobCreek,8/11/2016,Night,5,11,3:19,36.4,41112,11.7,0.53,-0.8,11.991,7.116879758,2250.228,0.78,11.8,2.45,25.383,0,26,56,
BobCreek,8/11/2016,Night,5,12,3:22,36.6,41787,12.2,0.59,-9.1,12.435,7.263808261,2712.363,0.78,1.91,6.79,14.251,0,27,57,
BobCreek,8/11/2016,Night,5,13,3:25,36.6,41892,12.3,0.57,-6.2,12.225,7.212486165,2279.519,0.78,4.94,1.74,11.57,0,28,58,
BobCreek,8/11/2016,Night,5,14,3:29,36.6,42125,12.5,0.7,-6.5,12.404,7.21790497,2259.275,0.78,5.82,2.31,29.065,0,29,59,
BobCreek,8/11/2016,Night,5,15,3:31,36.9,43076,13.1,0.51,-5.3,13.046,7.197198861,2439.843,0.78,0,2.33,16.544,0,30,60,
BobCreek,8/11/2016,Night,5,Ocean,3:35,36.5,38747,9.2,9.09,-35.8,9.983,7.737733846,2443.004,0.78,13.7,1.47,1.106,0,Ocean,Ocean,
CDM,9/16/2016,Day,0,1,13:15,34.6,48615,21.2,8.96,-63.8,22.242,8.181706193,2183.075,0.78,0,0.42,1.183908,0.3,31,61,
CDM,9/16/2016,Day,0,2,13:10,34.8,47867,20.1,9.18,-64.4,21.831,8.1967557,2168.711,0.78,0.625,0.403,1.298851,0.3,32,62,
CDM,9/16/2016,Day,0,3,13:22,34.9,47450,19.6,10.11,-67.4,20.892,8.259190342,2177.02,0.78,0.39,0.404,1.643678,0.3,33,63,
CDM,9/16/2016,Day,0,4,13:23,34.9,49268,21.4,10.26,-65.1,22.392,8.202124527,2179.448,0.78,0.377,0.431,1.701149,0.3,34,64,
CDM,9/16/2016,Day,0,5,13:25,34.9,48270,20.4,8.86,-63.8,21.88,8.185932344,2202.895,0.78,0,0.4,0.954023,0.3,35,65,
CDM,9/16/2016,Day,0,6,13:26,35,49469,21.6,9.39,-65.2,22.384,8.203923746,2166.105,0.78,0.467,0.424,1.241379,0.3,36,66,
CDM,9/16/2016,Day,0,7,13:29,35.4,48714,20.3,12.54,-67.8,21.477,8.259064061,2196.964,0.06,0.754,0.469,4.402299,0.3,,,
CDM,9/16/2016,Day,0,8,13:32,35.1,51440,23.4,12.03,-68.7,24.465,8.23881178,2061.566,0.06,0.479,0.396,3.655172,0.3,37,67,
CDM,9/16/2016,Day,0,9,13:34,35.2,51460,23.1,13.29,-73.2,23.704,8.324262891,2101.292,0.06,0.488,0.386,2.275862,0.3,38,68,
CDM,9/16/2016,Day,0,10,13:39,35.2,50054,21.8,12.06,-73.8,22.984,8.34324075,2157.824,0.06,0.345,0.387,2.505747,0.3,39,69,
CDM,9/16/2016,Day,0,11,13:42,35.2,50335,22.1,10.27,-70,22.763,8.281224075,2160.575,0.06,0.137,0.417,2.045977,0.3,40,70,
CDM,9/16/2016,Day,0,12,13:46,35.4,50020,23.4,13.05,-77.5,23.43,8.400666629,2093.692,0.06,0.44,0.434,1.816092,0.3,41,71,
CDM,9/16/2016,Day,0,13,13:47,35,50996,22.9,11.55,-73.9,23.654,8.336757219,2087.257,0.06,0.494,0.414,1.758621,0.3,42,72,
CDM,9/16/2016,Day,0,14,13:50,35.2,48460,20.5,9.75,-72.9,21.995,8.339976388,2178.673,0.06,0.181,0.409,1.356322,0.3,43,73,
CDM,9/16/2016,Day,0,15,13:53,34.9,49524,21.7,9.44,-67.5,22.593,8.240663853,2177.012,0.06,0.178,0.396,1.413793,0.3,44,74,
CDM,9/16/2016,Day,0,Ocean,13:55,34.9,47528,19.7,9.65,-67.8,21.346,8.260626544,2186.95,0.06,0.209,0.407,1.183908,0.3,Ocean,Ocean,
CDM,9/16/2016,Day,1,1,14:01,35.2,50973,22.7,12.83,-73.8,23.634,8.335303237,2062.505,0.06,0.155,0.427,2.16092,1.6,31,61,
CDM,9/16/2016,Day,1,2,14:02,35.1,48801,20.8,9.88,-69.1,22.215,8.272454003,2140.26,0.06,0.647,0.467,1.356322,1.6,32,62,
CDM,9/16/2016,Day,1,3,14:05,35.1,48960,20.8,12.13,-71.8,21.691,8.324885279,2134.252,0.06,1.21,0.497,2.563218,1.6,33,63,
CDM,9/16/2016,Day,1,4,14:06,35,50837,22.4,11.53,-67.5,23.438,8.230643059,2089.782,0.06,0.556,0.455,1.988506,1.6,34,64,
CDM,9/16/2016,Day,1,5,14:09,35.3,50624,22.5,9.41,-67.7,23.663,8.231374212,2157.677,0.06,0,0.447,1.068966,1.6,35,65,
CDM,9/16/2016,Day,1,6,14:11,35.4,52653,24.1,9.77,-67.8,24.837,8.219170276,2095.068,0.06,0.485,0.475,2.16092,1.6,36,66,
CDM,9/16/2016,Day,1,7,14:14,36,52137,22.9,13.23,-72.2,22.81,8.318122276,2053.061,0.06,1.02,0.497,6.068966,1.6,,,
CDM,9/16/2016,Day,1,8,14:16,35.2,55165,24.9,12.88,-71,24.616,8.275945112,1912.456,0.06,0.715,0.477,5.551724,1.6,37,67,
CDM,9/16/2016,Day,1,9,14:20,35.3,53943,25.4,14.52,-78.6,25.201,8.397300892,1979.618,-0.57,0.341,0.464,2.16092,1.6,38,68,
CDM,9/16/2016,Day,1,10,14:23,35.3,52673,24.3,12.66,-77.7,23.845,8.398909027,2069.134,-0.57,0.497,0.458,2.62069,1.6,39,69,
CDM,9/16/2016,Day,1,11,14:26,35.6,53027,24.2,12.09,-72.9,23.883,8.316995741,2128.377,-0.57,0.309,0.48,2.103448,1.6,40,70,
CDM,9/16/2016,Day,1,12,14:29,35.4,53140,24.4,13.53,-77.3,24.316,8.386286712,1982.688,-0.57,0.211,0.484,1.816092,1.6,41,71,
CDM,9/16/2016,Day,1,13,14:31,35.4,52990,24.5,12.78,-76.9,24.789,8.373667825,2018.159,-0.57,0.781,0.453,1.816092,1.6,42,72,
CDM,9/16/2016,Day,1,14,14:33,35.3,50546,22.2,12.97,-80.8,23.871,8.451185885,2103.711,-0.57,0.304,0.428,1.356322,1.6,43,73,
CDM,9/16/2016,Day,1,15,14:36,35,51214,23.2,9.97,-69.5,23.4,8.265082446,2139.817,-0.57,0.266,0.433,1.528736,1.6,44,74,
CDM,9/16/2016,Day,1,Ocean,14:38,34.9,47291,19.5,9.12,-66.5,20.823,8.244583837,2207.011,-0.57,0,0.425,0.494253,1.6,Ocean,Ocean,
CDM,9/16/2016,Day,2,1,14:44,35,51680,23.8,12.29,-75.9,24.045,8.365902178,1992.369,-0.57,0.505,0.47,2.678161,2.4,31,61,
CDM,9/16/2016,Day,2,2,14:48,35.2,49411,21.5,10.51,-68.5,22.234,8.261989457,2122.877,-0.57,0.838,0.419,1.413793,2.4,32,62,
CDM,9/16/2016,Day,2,3,14:52,35.2,49622,21.4,13.68,-76.4,22.369,8.395103488,2050.259,-0.57,1.03,0.443,1.873563,2.4,33,63,
CDM,9/16/2016,Day,2,4,14:54,35.4,52165,23.7,12.56,-69.3,23.451,8.261074074,2030.021,-0.57,1.11,0.461,2.045977,2.4,34,64,
CDM,9/16/2016,Day,2,5,14:57,35.2,53202,24.9,11.47,-71.2,25.186,8.272480163,2066.299,-0.57,0.113,0.435,1.643678,2.4,35,65,
CDM,9/16/2016,Day,2,6,14:58,35.4,53841,25.2,10.79,-71.5,25.331,8.275804354,2065.783,-0.57,0.151,0.47,1.873563,2.4,36,66,
CDM,9/16/2016,Day,2,7,15:00,36.7,53607,23.2,11.93,-84.1,24.878,8.494323607,1919.959,-0.57,0.467,0.473,3.137931,2.4,,,
CDM,9/16/2016,Day,2,8,15:04,35.2,53406,25,12.99,-72,24.414,8.295309112,1824.537,-0.57,1.04,0.461,6.816092,2.4,37,67,
CDM,9/16/2016,Day,2,9,15:06,35.2,54378,26.1,16.66,-84.2,25.63,8.486430959,1962.345,-0.57,0.571,0.43,1.931034,2.4,38,68,
CDM,9/16/2016,Day,2,10,15:08,35.6,53405,24.5,11.89,-85.3,25.397,8.507967567,1987.776,-0.57,0.668,0.466,1.988506,2.4,39,69,
CDM,9/16/2016,Day,2,11,15:13,36,54069,24.7,11.92,-73.8,25.064,8.317884994,2054.005,-0.57,0.47,0.47,2.678161,2.4,40,70,
CDM,9/16/2016,Day,2,12,15:15,35.8,54259,25.1,13.38,-81.6,25.986,8.438095853,1995.392,-0.57,0.285,0.482,2.045977,2.4,41,71,
CDM,9/16/2016,Day,2,13,15:19,35.3,54006,25.5,13.03,-77.8,24.558,8.391755713,1944.297,-0.57,1.1,0.481,1.988506,2.4,42,72,
CDM,9/16/2016,Day,2,14,15:22,36.5,51767,21.9,8.57,-80,23.404,8.443475477,2069.478,-0.57,0.67,0.456,1.413793,2.4,43,73,
CDM,9/16/2016,Day,2,15,15:26,35.2,52018,23.5,10.34,-70.6,23.918,8.277551349,2144.824,-0.57,0.277,0.441,1.471264,2.4,44,74,
CDM,9/16/2016,Day,2,Ocean,15:27,34.9,47467,19.7,9.07,-67.3,21.637,8.248608356,2207.605,-0.57,0.0192,0.438,0.436782,2.4,Ocean,Ocean,
CDM,9/16/2016,Day,3,1,15:34,35.6,51306,22.7,11.06,-76.2,24.103,8.370274628,1942.689,-0.49936,1.26,0.747,1.89,1.4,31,61,
CDM,9/16/2016,Day,3,2,15:36,35.1,49618,21.6,10.94,-67.5,22.316,8.243953485,2109.06,-0.49936,2.38,0.709,1.89,1.4,32,62,
CDM,9/16/2016,Day,3,3,15:40,35.4,50839,22.3,14.64,-78.9,23.295,8.426144456,2116.078,-0.49936,1.54,0.606,1.44,1.4,33,63,
CDM,9/16/2016,Day,3,4,15:42,35.5,53096,24.3,11.62,-67.5,23.933,8.224782463,2023.943,-0.49936,1.96,0.641,2.19,1.4,34,64,
CDM,9/16/2016,Day,3,5,15:45,35.6,54852,25.9,12.78,-74.9,26.12,8.323581933,2013.379,-0.49936,0.295,0.531,2.11,1.4,35,65,
CDM,9/16/2016,Day,3,6,15:47,35.6,54546,25.6,11.25,-73.1,26.196,8.292350574,1986.62,-0.49936,0.43,0.569,1.81,1.4,36,66,
CDM,9/16/2016,Day,3,7,15:50,36.4,54832,21.9,14.42,-92.2,27.15,8.601367961,1969.852,-0.49936,0.816,0.549,0.85,1.4,,,
CDM,9/16/2016,Day,3,8,15:55,35.3,53211,24.8,12.76,-73.7,25.207,8.314457133,1838.185,-0.49936,1.63,0.567,3.67,1.4,37,67,
CDM,9/16/2016,Day,3,9,15:56,35.4,54780,26.1,15.89,-86.2,26.545,8.508424626,1894.848,-0.49936,0.588,0.567,1.22,1.4,38,68,
CDM,9/16/2016,Day,3,10,15:58,35.5,54646,25.9,13.1,-84.7,25.424,8.497494285,1888.592,-0.49936,1.26,0.609,2.78,1.4,39,69,
CDM,9/16/2016,Day,3,11,16:01,35.5,54572,25.8,11.5,-74.4,25.767,8.319458555,2056.739,-0.49936,0.662,0.588,2.04,1.4,40,70,
CDM,9/16/2016,Day,3,12,16:04,35.5,53214,24.5,10.59,-78.3,24.825,8.396902114,1923.727,-0.49936,0.535,0.567,1.44,1.4,41,71,
CDM,9/16/2016,Day,3,13,16:06,35.3,53501,25.1,12.1,-77.3,24.862,8.379531276,1921.211,-0.49936,1.47,0.636,1.89,1.4,42,72,
CDM,9/16/2016,Day,3,14,16:08,36.1,50711,21.4,9.4,-84.5,24.722,8.503080664,2003.756,-0.49936,0.636,0.551,1,1.4,43,73,
CDM,9/16/2016,Day,3,15,16:12,35.2,51966,23.7,10.43,-71.5,24.062,8.291083249,2121.286,-0.49936,0.786,0.539,1.37,1.4,44,74,
CDM,9/16/2016,Day,3,Ocean,16:14,34.9,47250,19.5,8.89,-66.4,21.081,8.239809142,2205.079,-0.49936,0.109,0.532,0.26,1.4,Ocean,Ocean,
CDM,9/16/2016,Day,4,1,16:20,35.5,50267,21.7,8.24,-69.3,22.802,8.26883544,1890.397,-0.49936,0.941,0.687,1.81,1.2,31,61,
CDM,9/16/2016,Day,4,2,16:21,35.1,49583,21.5,10.76,-67.9,22.29,8.251085762,2085.38,-0.49936,2.4,0.695,1.81,1.2,32,62,
CDM,9/16/2016,Day,4,3,16:25,35.7,51379,22.5,15.08,-81.3,23.131,8.469019701,1966.022,-0.49936,2.78,0.782,2.19,1.2,33,63,
CDM,9/16/2016,Day,4,4,16:26,35.5,52640,23.9,11.03,-65.7,23.225,8.202558685,1959.691,-0.49936,0.932,0.643,3.37,1.2,34,64,
CDM,9/16/2016,Day,4,5,16:29,35.4,54736,25,13.39,-74.5,25.499,8.324410232,1936.165,-0.49936,1.41,0.628,2.48,1.2,35,65,
CDM,9/16/2016,Day,4,6,16:32,35.5,54143,25.4,11.07,-73.8,25.437,8.313350924,1912.802,-0.49936,0.697,0.621,1.59,1.2,36,66,
CDM,9/16/2016,Day,4,7,16:33,35.9,54422,25.2,12.33,-75.8,24.21,8.362176771,1869,-0.49936,0.807,0.62,2.33,1.2,,,
CDM,9/16/2016,Day,4,8,16:36,35.4,52430,23.9,11.26,-70.7,23.824,8.280377466,1763.651,-0.49936,0.912,0.615,4.04,1.2,37,67,
CDM,9/16/2016,Day,4,9,16:38,35.4,53645,25.1,14.52,-83.3,24.648,8.483718243,1848.045,-0.49936,1.94,0.573,1.67,1.2,38,68,
CDM,9/16/2016,Day,4,10,16:41,35.4,54166,25.6,14.06,-86.5,25.172,8.531121193,1888.807,-0.49936,1.59,0.645,2.33,1.2,39,69,
CDM,9/16/2016,Day,4,11,16:43,35.4,54406,25.7,11.41,-75.1,25.415,8.335562123,2016.523,-0.49936,0.48,0.594,1.74,1.2,40,70,
CDM,9/16/2016,Day,4,12,16:46,36,52780,23.5,11.53,-75,24.162,8.349206293,1873.24,0.024,2.77,0.68,1.22,1.2,41,71,
CDM,9/16/2016,Day,4,13,16:48,35.5,52655,24,10.68,-75.1,23.74,8.356077729,1885.563,0.024,1.55,0.608,1,1.2,42,72,
CDM,9/16/2016,Day,4,14,16:50,35.5,52054,23.4,12.49,-78.2,23.636,8.409995607,1951.688,0.024,1.71,0.602,0.85,1.2,43,73,
CDM,9/16/2016,Day,4,15,16:51,35.3,51632,25.3,10.36,-72.1,23.463,8.308505454,2068.759,0.024,0.75,0.515,0.93,1.2,44,74,
CDM,9/16/2016,Day,4,Ocean,16:53,34.9,47350,19.5,9.19,-65.6,21.138,8.225433152,2248.918,0.024,0.0497,0.534,0.33,1.2,Ocean,Ocean,
CDM,9/16/2016,Day,5,1,17:03,35.3,50090,21.8,5.43,-61.7,22.588,8.141883901,1881.795,0.024,0.626,0.63,2.19,0.5,31,61,
CDM,9/16/2016,Day,5,2,17:08,35.1,49626,21.5,9.44,-64.6,22.328,8.194347783,1972.87,0.024,1.92,0.564,2.04,0.5,32,62,
CDM,9/16/2016,Day,5,3,17:09,35.3,51260,22.8,14.71,-70.1,22.242,8.289191887,1875.937,0.024,2.63,0.638,2.48,0.5,33,63,
CDM,9/16/2016,Day,5,4,17:10,35.4,51935,23.4,9.46,-61,23.383,8.120823438,1983.099,0.024,1.85,0.579,2.85,0.5,34,64,
CDM,9/16/2016,Day,5,5,17:13,35.5,53687,25.1,12.64,-77.2,24.8,8.378606465,1901.48,0.024,1.51,0.579,1.89,0.5,35,65,
CDM,9/16/2016,Day,5,6,17:15,35.6,53078,24.2,10.19,-73.5,24.694,8.317310038,1923.699,0.024,0.352,0.579,2.19,0.5,36,66,
CDM,9/16/2016,Day,5,7,17:17,35.8,54247,25,12.46,-74,24.068,8.333401912,1769.144,0.024,0.454,0.611,4.19,0.5,,,
CDM,9/16/2016,Day,5,8,17:21,35.4,51370,23.8,10.19,-68.1,23.373,8.241610833,1773.676,0.2332,0.313,0.54,5.3,0.5,37,67,
CDM,9/16/2016,Day,5,9,17:22,35.4,52507,24,12.39,-82.6,24.293,8.476372431,1818.121,0.024,1.75,0.582,2.04,0.5,38,68,
CDM,9/16/2016,Day,5,10,17:24,35.3,53311,24.9,12.92,-87.5,24.561,8.55592325,1861.091,0.024,1.35,0.609,1.15,0.5,39,69,
CDM,9/16/2016,Day,5,11,17:27,35.3,53716,25.1,10.81,-74.5,24.904,8.331667225,1995.684,0.024,0.698,0.59,1.74,0.5,40,70,
CDM,9/16/2016,Day,5,12,17:28,35.4,51366,22.9,8.86,-73.6,23.452,8.334126088,1849.987,0.024,0.576,0.586,1.3,0.5,41,71,
CDM,9/16/2016,Day,5,13,17:31,35.4,51599,23.1,9.22,-73,23.352,8.325147393,1868.915,0.024,1.16,0.57,1.37,0.5,42,72,
CDM,9/16/2016,Day,5,14,17:32,35.3,50636,22.3,9.74,-74,20.032,8.382909662,1999.039,0.024,0.498,0.706,1.15,0.5,43,73,
CDM,9/16/2016,Day,5,15,17:34,35.2,50707,22.5,9.71,-71.4,23.145,8.300451311,2111.84,0.024,0.79,0.548,1.22,0.5,44,74,
CDM,9/16/2016,Day,5,Ocean,17:37,34.9,46934,19.2,8.52,-64.7,20.728,8.214843437,2199.956,0.024,0.73,0.521,0.04,0.5,Ocean,Ocean,
CDM,9/26/2016,Night,0,1,23:52,34.4,43202,18.6,5.2,-39.2,19.287,7.787535967,2219.085,0.024,1.55,0.472,3.447,3.2,31,75,
CDM,9/26/2016,Night,0,2,0:57,34.4,45589,18.4,6.58,-46.4,19.157,7.913065718,2148.129,0.024,1.2,0.506,4.732,3.2,32,76,
CDM,9/26/2016,Night,0,3,23:59,34.3,45517,18.4,6.64,-46.8,19.45,7.916693283,2245.55,0.024,0.24,0.514,3.279,3.2,33,77,
CDM,9/27/2016,Night,0,4,0:00,34.4,45363,18.1,6.04,-45.6,18.96,7.901458302,2249.821,0.024,0.621,0.494,3.95,3.2,34,78,
CDM,9/27/2016,Night,0,5,0:05,34.5,45281,18,7.17,-48.3,18.616,7.951915836,2234.47,0.024,0.146,0.493,2.777,3.2,35,79,
CDM,9/27/2016,Night,0,6,0:06,34.5,45154,17.9,7.06,-48.5,18.377,7.958067874,2258.402,0.024,0.045,0.459,1.771,3.2,36,80,
CDM,9/27/2016,Night,0,7,0:07,34.5,45012,17.7,4.48,-38.8,18.263,7.791601723,2278.256,-0.56,1.54,0.483,3.223,3.2,,,
CDM,9/27/2016,Night,0,8,0:09,34.5,45033,17.7,5.5,-42.7,18.285,7.858808109,2240.891,-0.56,0.597,0.584,2.33,3.2,37,81,
CDM,9/27/2016,Night,0,9,0:11,34.5,45193,17.9,4.62,-39.7,18.471,7.804926507,2197.034,-0.56,0.043,0.546,3.726,3.2,38,82,
CDM,9/27/2016,Night,0,10,0:13,34.5,45137,17.9,4.35,-37.8,18.639,7.770301767,2292.769,-0.56,0.628,0.582,3.279,3.2,39,83,
CDM,9/27/2016,Night,0,11,0:15,34.4,45133,17.9,6.07,-43.9,18.597,7.876122702,2181.262,-0.56,0.978,0.563,2.665,3.2,40,84,
CDM,9/27/2016,Night,0,12,0:17,34.4,45122,17.9,3.71,-37.2,18.597,7.760384363,2261.406,-0.56,0.9,0.561,3.056,3.2,41,85,
CDM,9/27/2016,Night,0,13,0:19,34.5,45222,18,4.17,-38.5,18.695,7.781793564,2214.919,-0.56,0.739,0.605,2.832,3.2,42,86,
CDM,9/27/2016,Night,0,14,0:21,34.5,45264,18,4.92,-40,18.707,7.807567124,2272.184,-0.56,1.39,0.574,2.106,3.2,43,87,
